epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,15678.6,0.82188,0.99208,0.9647,1.02296,0.73629,0.63079,0.73097,0.61348,0.73536,0.63125,0.72887,0.51513,0.68027,0.81115,0.67146,0.96862,0.0092476,0.0092476,0.0092476
40,16081.7,0.81869,0.98798,0.95072,1.02389,0.71047,0.67097,0.73694,0.61999,0.71085,0.67115,0.73829,0.52082,0.67405,0.80758,0.65859,0.96563,0.0092278,0.0092278,0.0092278
41,16481.5,0.81471,0.9803,0.94383,1.0196,0.74409,0.65476,0.74494,0.6265,0.74354,0.65506,0.74366,0.52706,0.67029,0.80154,0.65077,0.96255,0.009208,0.009208,0.009208
42,16880.4,0.81463,0.97532,0.92898,1.01985,0.73513,0.68317,0.75742,0.63902,0.73269,0.68261,0.75479,0.53876,0.66526,0.79724,0.63772,0.95887,0.0091882,0.0091882,0.0091882
43,17281.9,0.80797,0.9693,0.91938,1.0152,0.76515,0.66075,0.7681,0.64749,0.75963,0.66058,0.76598,0.547,0.65891,0.79247,0.62345,0.95622,0.0091684,0.0091684,0.0091684
44,17682.4,0.80203,0.96494,0.91155,1.01057,0.79236,0.6448,0.77769,0.65476,0.79213,0.64401,0.77576,0.5515,0.6536,0.78783,0.61094,0.9516,0.0091486,0.0091486,0.0091486
45,18081.9,0.80358,0.96729,0.90103,1.01341,0.79353,0.66182,0.77949,0.66016,0.79176,0.66244,0.77779,0.55497,0.64949,0.78168,0.6015,0.95082,0.0091288,0.0091288,0.0091288
46,18480.6,0.80049,0.96316,0.90038,1.01238,0.74233,0.68827,0.78231,0.66357,0.74343,0.68806,0.78116,0.5578,0.64434,0.77842,0.59293,0.947,0.009109,0.009109,0.009109
47,18884.4,0.80135,0.96493,0.8934,1.01137,0.81689,0.64892,0.79734,0.67801,0.8252,0.64325,0.79612,0.56899,0.63819,0.772,0.57878,0.94288,0.0090892,0.0090892,0.0090892
48,19286.5,0.79088,0.95754,0.88192,1.00388,0.71676,0.74336,0.8065,0.68622,0.71684,0.74396,0.80519,0.57742,0.6347,0.76815,0.56908,0.94078,0.0090694,0.0090694,0.0090694
49,19688.9,0.79175,0.95029,0.87047,1.00389,0.80134,0.6825,0.82211,0.70109,0.80025,0.68328,0.82096,0.58901,0.63071,0.76394,0.55904,0.93753,0.0090496,0.0090496,0.0090496
50,20093.4,0.78904,0.95137,0.86832,1.00345,0.75363,0.74631,0.82147,0.70151,0.7523,0.74768,0.8201,0.58649,0.62358,0.7594,0.54887,0.93401,0.0090298,0.0090298,0.0090298
51,20496.1,0.78554,0.9452,0.85475,1.00247,0.82119,0.68153,0.8246,0.70489,0.82077,0.68156,0.82318,0.58949,0.6205,0.7561,0.54181,0.93199,0.00901,0.00901,0.00901
52,20897.3,0.77826,0.93468,0.84458,0.99484,0.79975,0.71472,0.83477,0.71326,0.79959,0.71481,0.83331,0.59846,0.61569,0.75172,0.53227,0.92818,0.0089902,0.0089902,0.0089902
53,21300.3,0.77735,0.93371,0.83317,0.99798,0.76604,0.74804,0.84416,0.72413,0.7649,0.747,0.84207,0.60518,0.61088,0.74857,0.52452,0.92591,0.0089704,0.0089704,0.0089704
54,21703.9,0.77476,0.93935,0.82948,0.99426,0.76696,0.75499,0.83777,0.72064,0.76554,0.75417,0.83516,0.60175,0.6068,0.74461,0.51782,0.92383,0.0089506,0.0089506,0.0089506
55,22106.4,0.77277,0.93319,0.8206,0.99467,0.84855,0.71317,0.84555,0.72496,0.84655,0.71237,0.84252,0.60725,0.60261,0.74094,0.51071,0.92139,0.0089308,0.0089308,0.0089308
56,22508.8,0.76805,0.92935,0.8191,0.9919,0.83759,0.72919,0.84601,0.72597,0.835,0.72902,0.84401,0.6107,0.59847,0.73787,0.5044,0.91904,0.008911,0.008911,0.008911
57,22911.2,0.7699,0.92689,0.80875,0.98668,0.82125,0.75182,0.85081,0.73132,0.8207,0.75068,0.84882,0.6141,0.59492,0.73491,0.49767,0.91589,0.0088912,0.0088912,0.0088912
58,23314.6,0.76493,0.92113,0.80332,0.98645,0.83367,0.74489,0.86462,0.74231,0.83417,0.74028,0.86233,0.62564,0.59207,0.73201,0.49108,0.91418,0.0088714,0.0088714,0.0088714
59,23715.6,0.76415,0.92164,0.80027,0.98704,0.81153,0.77719,0.87077,0.74948,0.81045,0.77436,0.86819,0.63084,0.58946,0.72987,0.48505,0.91285,0.0088516,0.0088516,0.0088516
60,24117.6,0.75895,0.91241,0.79178,0.98281,0.82457,0.7673,0.86929,0.74812,0.82244,0.76561,0.86673,0.63043,0.58602,0.72712,0.47862,0.91014,0.0088318,0.0088318,0.0088318
61,24520.7,0.75924,0.91231,0.78021,0.98371,0.83232,0.76882,0.87333,0.75334,0.83014,0.76628,0.87053,0.63187,0.58263,0.72408,0.47326,0.9082,0.008812,0.008812,0.008812
62,24922.5,0.75385,0.9174,0.78113,0.98059,0.85367,0.74913,0.87781,0.75786,0.85179,0.74443,0.87454,0.63637,0.57927,0.72089,0.46838,0.90608,0.0087922,0.0087922,0.0087922
63,25321.9,0.75169,0.9054,0.7746,0.98056,0.83291,0.77435,0.88532,0.76545,0.83081,0.77282,0.88216,0.64115,0.57631,0.71824,0.46359,0.90464,0.0087724,0.0087724,0.0087724
64,25726,0.7512,0.91558,0.76467,0.9792,0.83777,0.77567,0.88563,0.76581,0.83425,0.77488,0.88291,0.64226,0.573,0.71546,0.45801,0.90282,0.0087526,0.0087526,0.0087526
65,26127.4,0.74774,0.90199,0.76087,0.97554,0.82555,0.79372,0.88714,0.76837,0.82322,0.79148,0.88392,0.64325,0.56969,0.71328,0.45279,0.9009,0.0087328,0.0087328,0.0087328
